"Cod_Vigente","Cod_Region","Nom_Region","Cod_Dep_Jerarquica","Dep_Jerarquica","Tipo_Establec","Nom_Oficial","Dep_Admin","Nivel_Atencion","Nom_Comuna","Cod_Comuna","Certificacion"
115447,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural San José del Carmen","Municipal","Primario","Palmilla","06306","NO"
115455,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Molineros","Municipal","Primario","Pumanque","06309","NO"
115426,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Rinconada","Municipal","Primario","San Vicente","06117","NO"
115484,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Idahue","Municipal","Primario","San Vicente","06117","NO"
115461,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Alto Ramírez","Municipal","Primario","Pichilemu","06201","NO"
115313,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Peralillo","Municipal","Primario","Peralillo","06307","Centro de Salud Familiar"
200850,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Peralillo","Municipal","Primario","Peralillo","06307","NO"
115427,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural El Tambo","Municipal","Primario","San Vicente","06117","NO"
115448,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Irene","Municipal","Primario","Palmilla","06306","NO"
115458,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Cahuil","Municipal","Primario","Pichilemu","06201","NO"
115454,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Los Cardos","Municipal","Primario","Peralillo","06307","NO"
115326,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar de Pelequen","Municipal","Primario","Malloa","06109","Centro de Salud Familiar"
115453,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Población","Municipal","Primario","Peralillo","06307","NO"
115325,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar de Malloa","Municipal","Primario","Malloa","06109","Centro de Salud Familiar"
200862,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR de Malloa","Municipal","Primario","Malloa","06109","NO"
115105,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital San Vicente de Tagua -Tagua","Servicio de Salud","Primario-Secundario ( Por confirmar)","San Vicente","06117","NO"
200719,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR San Vicente de Tagua Tagua","Municipal","Primario","San Vicente","06117","NO"
200075,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar San Vicente de Tagua Tagua","Municipal","Primario","San Vicente","06117","Centro de Salud Familiar"
115417,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Popeta","Municipal","Primario","Rengo","06115","NO"
115425,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Pencahue","Municipal","Primario","San Vicente","06117","NO"
115428,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Larmahue","Municipal","Primario","Pichidegua","06113","NO"
115104,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital Dr. Ricardo Valenzuela Sáez (Rengo)","Servicio de Salud","Terciario","Rengo","06115","NO"
200632,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rengo Urbano Oriente","Municipal","Primario","Rengo","06115","Centro de Salud Familiar"
115429,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Amelia","Municipal","Primario","Pichidegua","06113","NO"
115419,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Corcolén","Municipal","Primario","Malloa","06109","NO"
115476,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural San Roberto","Municipal","Primario","Pichidegua","06113","NO"
115456,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Calleuque","Municipal","Primario","Peralillo","06307","NO"
115111,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital de Marchigüe","Servicio de Salud","Primario-Secundario ( Por confirmar)","Marchihue","06204","NO"
115418,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Cerrillos (Rengo)","Municipal","Primario","Rengo","06115","NO"
200562,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Dr. Rienzi Valencia","Municipal","Primario","Rengo","06115","NO"
115329,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rengo","Municipal","Primario","Rengo","06115","Centro de Salud Familiar"
115103,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital Del Salvador de Peumo","Servicio de Salud","Primario-Secundario ( Por confirmar)","Peumo","06112","NO"
115112,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital de Pichilemu","Servicio de Salud","Primario-Secundario ( Por confirmar)","Pichilemu","06201","NO"
115472,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Lo Cartagena","Municipal","Primario","Rengo","06115","NO"
115420,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Lo de Lobos","Municipal","Primario","Rengo","06115","NO"
115424,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Zúñiga","Municipal","Primario","San Vicente","06117","NO"
115106,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital de Pichidegua","Servicio de Salud","Primario-Secundario ( Por confirmar)","Pichidegua","06113","NO"
115712,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Guacarhue","Municipal","Primario","Quinta de Tilcoco","06114","NO"
115469,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Rinconada de Alcones","Municipal","Primario","Marchihue","06204","NO"
115312,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Quinta de Tilcoco","Municipal","Primario","Quinta de Tilcoco","06114","Centro de Salud Familiar"
115322,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Rosario","Municipal","Primario","Rengo","06115","Centro de Salud Familiar"
200147,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Rosario","Municipal","Primario","Rengo","06115","NO"
115410,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Totihue","Municipal","Primario","Requínoa","06116","NO"
200225,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Esmeralda","Municipal","Primario","Rengo","06115","NO"
115430,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Patagua Orilla","Municipal","Primario","Pichidegua","06113","NO"
115431,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Patagua Cerro","Municipal","Primario","Pichidegua","06113","NO"
115331,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar La Esperanza","Municipal","Primario","Peumo","06112","Centro de Salud Familiar"
200864,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Peumo","Municipal","Primario","Peumo","06112","NO"
115477,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural San José de Marchigue","Municipal","Primario","Pichidegua","06113","NO"
115457,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Pailimo","Municipal","Primario","Marchihue","06204","NO"
115474,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Cardonal de Panilonco","Municipal","Primario","Pichilemu","06201","NO"
115405,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Idahue","Municipal","Primario","Coltauco","06104","NO"
115311,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Las Cabras","Municipal","Primario","Las Cabras","06107","Centro de Salud Familiar"
200851,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Las Cabras","Municipal","Primario","Las Cabras","06107","NO"
115310,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Requínoa","Municipal","Primario","Requínoa","06116","Centro de Salud Familiar"
200863,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Requínoa","Municipal","Primario","Requínoa","06116","NO"
115309,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Francisco Labrin de Coltauco","Municipal","Primario","Coltauco","06104","Centro de Salud Familiar"
200854,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Coltauco","Municipal","Primario","Coltauco","06104","NO"
200485,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Chumaquito","Municipal","Primario","Requínoa","06116","NO"
115409,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural El Abra","Municipal","Primario","Requínoa","06116","NO"
115102,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital de Coínco","Servicio de Salud","Primario-Secundario ( Por confirmar)","Coinco","06103","NO"
200931,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Loreto","Municipal","Primario","Coltauco","06104","NO"
115404,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural El Carmen ( Las Cabras)","Municipal","Primario","Las Cabras","06107","NO"
115406,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Rinconada de Parral","Municipal","Primario","Coltauco","06104","NO"
115481,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Olivar Bajo","Municipal","Primario","Olivar","06111","NO"
115407,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Lo de Cuevas","Municipal","Primario","Coltauco","06104","NO"
115411,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Los Lirios","Municipal","Primario","Requínoa","06116","NO"
115308,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Doñihue","Municipal","Primario","Doñihue","06105","Centro de Salud Familiar"
200044,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Mental  (COSAM)","COSAM Sur Doñihue","Servicio de Salud","Secundario","Doñihue","06105","NO"
200859,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Doñihue","Municipal","Primario","Doñihue","06105","NO"
115416,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Llallauquén","Municipal","Primario","Las Cabras","06107","NO"
115327,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Olivar Alto","Municipal","Primario","Olivar","06111","Centro de Salud Familiar"
200861,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Olivar","Municipal","Primario","Olivar","06111","NO"
115314,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar La Estrella","Municipal","Primario","La Estrella","06202","Centro de Salud Familiar"
200858,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR La Estrella","Municipal","Primario","La Estrella","06202","NO"
115413,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural La Cebada","Municipal","Primario","Las Cabras","06107","NO"
115483,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Cocalan","Municipal","Primario","Las Cabras","06107","NO"
115330,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Gultro","Municipal","Primario","Olivar","06111","Centro de Salud Familiar"
115400,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Coya","Municipal","Primario","Machalí","06108","NO"
115412,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural La Panchina","Municipal","Primario","Las Cabras","06107","NO"
115321,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Lo Miranda","Municipal","Primario","Doñihue","06105","Centro de Salud Familiar"
115701,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter","Municipal","Primario","Rancagua","06101","NO"
115305,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Dr. Osvaldo Ruz Orrego de Machalí","Municipal","Primario","Machalí","06108","Centro de Salud Familiar"
115805,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Machalí","Municipal","Primario","Machalí","06108","NO"
200264,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Santa Teresa","Municipal","Primario","Machalí","06108","NO"
115415,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural El Manzano","Municipal","Primario","Las Cabras","06107","NO"
115301,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar N° 2 Dr. Eduardo Geyter","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
115801,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Eduardo de Geyter","Municipal","Primario","Rancagua","06101","NO"
115302,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar N° 3 Dr. Abel Zapata","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
115802,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Abel Zapata","Municipal","Primario","Rancagua","06101","NO"
115600,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Mental  (COSAM)","COSAM Centro 1 de Rancagua","Servicio de Salud","Secundario","Rancagua","06101","NO"
115351,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Referencia de Salud (CRS)","Centro de Referencia de Salud CREF La Brújula","Municipal","Secundario","Rancagua","06101","NO"
115433,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural El Durazno (Las Cabras)","Municipal","Primario","Las Cabras","06107","NO"
115300,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar N° 1 Dr. Enrique Dintrans","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
115800,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia de Alta Resolutividad  (SAR)","SAR Enrique Dintrans","Municipal","Primario","Rancagua","06101","NO"
115304,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar N° 5 Dr. Juan Chiorrini","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
200042,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Mental  (COSAM)","COSAM Centro 2 de Rancagua","Servicio de Salud","Secundario","Rancagua","06101","NO"
115100,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital Regional de Rancagua","Servicio de Salud","Terciario","Rancagua","06101","Autogestionado en Red ( EAR)"
115012,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Clínica Dental Móvil","Clínica Dental Móvil Triple. Pat. PW4103 (Rancagua)","Servicio de Salud","Primario","Rancagua","06101","NO"
115850,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR Oriente","Servicio de Salud","Primario","Rancagua","06101","NO"
115700,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar San Rafael","Municipal","Primario","Rancagua","06101","NO"
115303,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Nº 4 Dra. María Latife","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
115803,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR)","SAR María Latife","Municipal","Primario","Rancagua","06101","NO"
115324,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar N° 6 Ignacio Caroca","Municipal","Primario","Rancagua","06101","Centro de Salud Familiar"
200146,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Atención Primaria de Urgencia (SAPU)","SAPU Ignacio Caroca","Municipal","Primario","Rancagua","06101","NO"
115479,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Pulin","Municipal","Primario","Litueche","06203","NO"
115703,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Ciudad de Paju","Municipal","Primario","Rancagua","06101","NO"
200379,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Tuncahue","Municipal","Primario","Codegua","06102","NO"
115114,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital de Litueche","Servicio de Salud","Primario-Secundario ( Por confirmar)","Litueche","06203","NO"
115414,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Santa Inés","Municipal","Primario","Las Cabras","06107","NO"
200043,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro Comunitario de Salud Mental  (COSAM)","COSAM Norte Graneros","Servicio de Salud","Secundario","Graneros","06106","NO"
115101,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Hospital","Hospital Santa Filomena de Graneros","Servicio de Salud","Primario-Secundario ( Por confirmar)","Graneros","06106","NO"
115307,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Codegua","Municipal","Primario","Codegua","06102","Centro de Salud Familiar"
200860,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Servicio de Urgencia Rural (SUR)","SUR Codegua","Municipal","Primario","Codegua","06102","NO"
110393,13,"Región Metropolitana de Santiago","10","Servicio de Salud Metropolitano Occidente","Centro de Salud Familiar (CESFAM)","Centro de Salud Familiar Villa Alhué","Municipal","Primario","Alhué","13502","Centro de Salud Familiar"
200878,13,"Región Metropolitana de Santiago","10","Servicio de Salud Metropolitano Occidente","Servicio de Urgencia Rural (SUR)","SUR Villa Alhué","Municipal","Primario","Alhué","13502","NO"
110510,13,"Región Metropolitana de Santiago","10","Servicio de Salud Metropolitano Occidente","Posta de Salud Rural (PSR)","Posta de Salud Rural El Asiento","Municipal","Primario","Alhué","13502","NO"
110503,13,"Región Metropolitana de Santiago","10","Servicio de Salud Metropolitano Occidente","Centro Comunitario de Salud Familiar (CECOSF)","Centro Comunitario de Salud Familiar Hacienda Alhué","Municipal","Primario","Alhué","13502","NO"
115463,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Quelentaro","Municipal","Primario","Litueche","06203","NO"
115460,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural Pupuya","Municipal","Primario","Navidad","06205","NO"
115464,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural San Vicente de Pucalán","Municipal","Primario","Navidad","06205","NO"
115401,6,"Región Del Libertador Gral. B. O'Higgins","15","Servicio de Salud Del Libertador B.O'Higgins","Posta de Salud Rural (PSR)","Posta de Salud Rural La Punta","Municipal","Primario","Mostazal","06110","NO"
110492,13,"Región Metropolitana de Santiago","10","Servicio de Salud Metropolitano Occidente","Posta de Salud Rural (PSR)","Posta de Salud Rural Nihue","Municipal","Primario","San Pedro","13505","NO"
